1.00,0.00,-46.00,81.00,53.00,   7.79,6.45,-0.96,   -14.59,0.52,-0.92
2.00,0.00,-46.00,81.00,25.00,   7.77,6.48,-1.11,   -14.24,0.89,0.15
1.00,-1.00,-46.00,82.00,70.00,   7.78,6.51,-1.06,   -13.99,-0.09,-0.18
---------------------------------------------------------
6.00,1.00,-46.00,68.00,41.00,   6.28,7.88,-2.24,   -0.18,11.23,1.13
5.00,0.00,-46.00,68.00,39.00,   6.24,7.41,-2.60,   -26.81,1.36,-4.77
44.00,3.00,-46.00,65.00,35.00,   6.34,7.21,-2.85,   -6.80,4.35,4.32
41.00,0.00,-46.00,61.00,33.00,   6.47,6.95,-3.09,   -14.21,0.60,-0.61
37.00,0.00,-46.00,59.00,32.00,   6.50,7.09,-3.14,   -14.07,0.24,0.23
36.00,-1.00,-46.00,58.00,30.00,   6.41,6.86,-3.02,   -11.30,2.47,-4.92
20.00,0.00,-46.00,49.00,40.00,   6.34,7.18,-2.91,   -0.15,12.43,-1.54
7.00,0.00,-46.00,48.00,23.00,   6.47,7.08,-2.95,   -12.48,0.82,-0.11
47.00,2.00,-46.00,50.00,24.00,   6.60,6.83,-3.13,   -15.90,1.91,0.53
42.00,3.00,-46.00,51.00,20.00,   6.74,6.80,-3.12,   -14.57,6.37,-1.39
31.00,2.00,-46.00,52.00,53.00,   6.83,6.81,-2.97,   -14.10,-0.53,-1.54
11.00,3.00,-46.00,51.00,29.00,   6.70,6.88,-2.93,   -13.24,0.46,-1.10
11.00,3.00,-46.00,52.00,20.00,   6.71,6.98,-2.77,   -16.36,0.99,0.23
---------------------------------------------------------
54.00,58.00,-46.00,72.00,82.00,   9.70,-0.55,-5.13,   6.57,-23.52,-14.05
68.00,62.00,-46.00,62.00,50.00,   7.18,-5.65,-3.93,   -17.23,-5.10,7.68
64.00,54.00,-46.00,66.00,158.00,   7.67,-5.38,-3.74,   -1.21,16.21,-1.37
72.00,56.00,-46.00,61.00,86.00,   8.49,-5.67,-1.70,   -16.63,2.70,-8.57
70.00,57.00,-46.00,61.00,37.00,   8.66,-5.96,-0.63,   0.38,2.99,-5.90
70.00,54.00,-46.00,61.00,117.00,   8.78,-5.20,-1.58,   -21.17,-0.27,0.64
88.00,66.00,-46.00,62.00,82.00,   8.83,-4.88,-2.19,   -14.18,1.56,-2.52
82.00,67.00,-46.00,56.00,59.00,   8.74,-4.90,-2.42,   -13.46,-2.41,-0.35
9.00,26.00,-46.00,64.00,75.00,   8.54,-4.77,-2.66,   -15.37,2.61,-1.18
38.00,24.00,-46.00,66.00,91.00,   8.58,-5.00,-3.13,   -14.57,6.80,-3.05
57.00,29.00,-46.00,66.00,71.00,   8.63,-4.92,-2.72,   -15.69,4.15,4.84
56.00,33.00,-46.00,65.00,41.00,   8.66,-4.93,-2.55,   -10.37,-4.60,-0.87
70.00,43.00,-46.00,65.00,153.00,   8.66,-4.85,-2.54,   -14.74,1.24,-0.87
64.00,52.00,-46.00,64.00,81.00,   8.68,-4.89,-2.75,   -13.29,0.99,-1.80
63.00,49.00,-46.00,65.00,42.00,   8.74,-4.84,-2.52,   -13.70,0.70,-0.23
---------------------------------------------------------
64.00,59.00,-46.00,69.00,80.00,   9.64,-2.03,-3.22,   -10.52,1.31,-3.91
66.00,56.00,-46.00,67.00,104.00,   8.90,-4.35,-2.38,   0.00,10.59,-4.06
68.00,56.00,-46.00,70.00,82.00,   9.39,-3.98,-1.14,   -21.03,-2.32,2.69
68.00,60.00,-46.00,67.00,53.00,   9.40,-4.35,-1.07,   -15.49,-0.63,2.15
71.00,59.00,-46.00,66.00,163.00,   9.35,-4.38,-0.99,   -17.09,-0.79,1.68
69.00,60.00,-46.00,66.00,86.00,   9.36,-4.17,-1.22,   -13.63,1.07,-0.73
66.00,60.00,-46.00,66.00,42.00,   9.29,-4.35,-1.10,   -16.96,3.96,0.86
68.00,59.00,-46.00,66.00,112.00,   8.90,-4.60,-1.74,   -20.18,-6.26,2.38
68.00,58.00,-46.00,66.00,98.00,   9.14,-4.51,-1.76,   -10.65,3.13,-1.85
66.00,58.00,-46.00,66.00,77.00,   9.05,-4.50,-1.67,   -13.23,-1.15,0.81
67.00,59.00,-46.00,80.00,64.00,   9.40,-4.81,-1.41,   -11.98,-17.05,-9.71
72.00,70.00,-46.00,117.00,196.00,   9.88,-3.11,-1.28,   -8.98,-1.08,-19.20
69.00,65.00,-46.00,80.00,89.00,   9.98,-2.64,-1.18,   -12.56,0.73,0.98
67.00,66.00,-46.00,76.00,48.00,   10.35,-2.89,0.06,   -12.68,-24.01,-4.52
70.00,69.00,-46.00,107.00,140.00,   9.72,-2.85,-2.08,   -11.98,-8.45,4.74
85.00,74.00,-46.00,91.00,109.00,   9.96,-2.68,-1.41,   -12.63,-3.22,-3.67
82.00,71.00,-46.00,82.00,80.00,   9.86,-2.62,-1.44,   -17.47,5.22,-1.21
71.00,68.00,-46.00,78.00,66.00,   9.90,-2.71,-1.39,   -15.96,0.69,1.42
---------------------------------------------------------
60.00,10.00,-46.00,0.00,-4.00,   7.90,-3.92,-5.00,   -4.43,-5.51,0.67
60.00,10.00,-46.00,0.00,-4.00,   7.70,-4.51,-5.06,   -18.30,-2.15,3.56
59.00,10.00,-46.00,0.00,-5.00,   7.33,-4.17,-5.37,   -7.06,2.63,-4.63
56.00,4.00,-46.00,-2.00,-7.00,   7.21,-6.46,-2.58,   -60.70,18.97,13.43
54.00,11.00,-46.00,1.00,-4.00,   7.95,-5.53,-3.18,   13.98,7.96,-9.84
63.00,30.00,-46.00,0.00,-2.00,   6.52,-5.42,-5.18,   5.73,-1.94,-10.52
61.00,24.00,-46.00,0.00,-4.00,   7.22,-5.57,-4.44,   -16.08,4.06,-0.57
61.00,25.00,-46.00,0.00,-2.00,   7.19,-5.58,-4.47,   -14.21,0.69,0.93
61.00,25.00,-46.00,0.00,-2.00,   7.37,-5.40,-4.46,   -14.22,0.46,2.11
58.00,25.00,-46.00,0.00,-3.00,   7.11,-5.06,-5.21,   -12.57,-1.73,-5.33
59.00,26.00,-46.00,2.00,-2.00,   7.85,-3.17,-6.12,   -22.24,1.10,-6.42
---------------------------------------------------------
8.00,-4.00,-46.00,50.00,68.00,   9.32,-2.31,-3.61,   -13.20,0.93,-2.55
6.00,-3.00,-46.00,52.00,66.00,   9.65,-1.94,-3.02,   -15.14,1.53,0.58
8.00,-3.00,-46.00,50.00,66.00,   9.97,-1.82,-3.16,   -11.94,-2.89,-0.50
6.00,-6.00,-46.00,50.00,66.00,   9.90,-2.11,-1.73,   26.07,13.55,0.26
6.00,-5.00,-46.00,51.00,78.00,   10.44,-2.01,-1.20,   8.36,-2.44,22.39
4.00,-8.00,-46.00,47.00,63.00,   7.61,-4.78,-3.50,   -54.38,9.21,-5.36
18.00,-7.00,-46.00,43.00,65.00,   9.39,-2.40,-3.44,   -14.25,-1.50,0.50
22.00,-7.00,-46.00,45.00,59.00,   9.53,-1.90,-3.37,   -13.20,1.30,-1.77
31.00,-7.00,-46.00,44.00,63.00,   9.56,-1.71,-3.27,   -9.55,2.44,2.28
47.00,-6.00,-46.00,45.00,61.00,   9.47,-2.14,-3.34,   -12.71,1.50,-1.41
39.00,-6.00,-46.00,45.00,59.00,   9.44,-1.91,-3.42,   -13.92,-1.65,0.75
---------------------------------------------------------
59.00,69.00,-46.00,66.00,-7.00,   10.07,-0.48,2.51,   -30.18,-39.18,52.48
59.00,127.00,-46.00,80.00,48.00,   10.33,-0.95,2.85,   -20.27,14.66,2.70
69.00,104.00,-46.00,61.00,-7.00,   9.43,0.60,4.12,   2.29,28.67,-16.96
77.00,93.00,-46.00,54.00,-8.00,   9.35,0.73,4.64,   -11.14,-8.08,4.29
70.00,86.00,-46.00,43.00,-8.00,   9.80,0.85,3.86,   -17.55,-3.56,3.44
68.00,86.00,-46.00,41.00,-7.00,   9.67,0.91,4.02,   -14.57,6.28,-0.79
70.00,81.00,-46.00,38.00,-7.00,   8.49,-0.25,5.93,   -0.58,17.08,12.37
70.00,81.00,-46.00,40.00,-7.00,   4.75,-0.49,9.44,   -30.69,26.82,-2.47
69.00,81.00,-46.00,47.00,-8.00,   0.81,0.04,9.39,   -52.19,10.23,-27.77
71.00,90.00,-46.00,55.00,-6.00,   0.04,-1.69,9.40,   -24.12,-25.30,-4.77
71.00,81.00,-46.00,54.00,-6.00,   1.04,0.16,10.58,   26.82,17.99,-6.35
75.00,73.00,-46.00,51.00,-5.00,   1.41,0.41,11.03,   -21.16,1.12,-0.05
70.00,74.00,-46.00,50.00,-8.00,   1.18,0.63,10.33,   -14.47,3.96,-1.44
70.00,72.00,-46.00,51.00,-7.00,   1.31,0.37,10.39,   -12.98,0.09,0.43
71.00,74.00,-46.00,49.00,-6.00,   1.40,0.24,10.03,   -15.00,2.61,-0.20
70.00,75.00,-46.00,47.00,-6.00,   1.45,0.31,10.07,   -14.34,1.31,1.51
---------------------------------------------------------
12.00,37.00,269.00,55.00,72.00,   5.38,1.28,-8.05,   -23.74,-3.53,1.05
12.00,29.00,77.00,59.00,37.00,   5.20,0.80,-8.45,   -3.30,1.04,-9.65
14.00,38.00,83.00,56.00,132.00,   5.35,0.64,-8.36,   -17.44,8.52,-10.33
7.00,33.00,260.00,55.00,94.00,   5.52,1.06,-8.10,   -15.64,-0.35,-2.80
1.00,31.00,219.00,54.00,70.00,   4.88,0.43,-8.84,   -17.09,4.29,-0.53
4.00,25.00,128.00,55.00,25.00,   5.05,0.74,-8.36,   -16.65,3.67,-3.27
7.00,25.00,63.00,53.00,88.00,   5.13,0.72,-8.61,   -15.44,4.66,-3.86
14.00,29.00,242.00,54.00,107.00,   4.94,0.18,-8.28,   -7.81,-10.40,-8.32
0.00,23.00,213.00,54.00,71.00,   4.46,-0.58,-8.95,   -8.52,-13.46,31.66
4.00,32.00,141.00,54.00,42.00,   4.41,1.12,-8.43,   5.94,-6.80,-33.60
5.00,34.00,75.00,53.00,68.00,   4.41,-0.13,-8.93,   -12.22,5.61,-1.96
3.00,34.00,422.00,53.00,131.00,   4.64,-0.15,-8.69,   -16.53,0.84,-0.52
---------------------------------------------------------
-5.00,58.00,-46.00,53.00,32.00,   8.16,-5.74,-2.48,   -10.75,2.25,-2.83
-5.00,59.00,-46.00,55.00,34.00,   8.01,-5.74,-2.72,   -19.17,1.86,-1.02
-4.00,60.00,-46.00,55.00,38.00,   7.76,-5.71,-3.19,   -13.58,4.09,-0.90
-5.00,58.00,-46.00,53.00,35.00,   8.10,-5.68,-2.73,   -10.94,2.11,-0.55
-5.00,56.00,-46.00,54.00,36.00,   8.22,-5.70,-2.26,   -13.41,1.24,-1.10
-5.00,56.00,-9040.00,53.00,33.00,   8.30,-5.70,-2.07,   -14.69,1.02,-1.31
-5.00,56.00,-46.00,54.00,34.00,   8.32,-5.62,-2.09,   -14.57,0.43,-0.60
-5.00,59.00,-46.00,55.00,38.00,   8.36,-5.62,-1.97,   -13.58,0.55,-0.35
-5.00,58.00,-46.00,54.00,38.00,   8.27,-5.78,-1.85,   -14.71,1.83,-2.32
-5.00,56.00,299.00,54.00,37.00,   9.00,-5.18,-0.88,   -15.61,-0.98,1.53
-5.00,56.00,80.00,53.00,36.00,   8.67,-5.44,-1.16,   -14.19,1.24,0.06
-5.00,56.00,19.00,54.00,37.00,   8.72,-5.35,-1.10,   -15.53,1.16,-1.04
-5.00,59.00,-46.00,55.00,40.00,   7.96,-6.80,-0.50,   5.47,-29.04,-33.83
-5.00,57.00,-46.00,55.00,39.00,   8.39,-5.88,-1.04,   -13.00,0.78,-0.38
-5.00,57.00,16063.00,54.00,38.00,   8.57,-5.63,-1.08,   -13.09,2.08,-2.57
---------------------------------------------------------
3.00,56.00,36.00,62.00,-13.00,   10.28,-2.02,0.29,   -18.39,-4.48,3.64
0.00,55.00,-46.00,61.00,-3.00,   10.09,-1.97,-1.59,   -20.83,4.29,1.62
0.00,64.00,-46.00,73.00,-6.00,   8.80,-3.04,-1.46,   25.46,21.14,-2.25
0.00,70.00,256.00,70.00,-9.00,   10.28,-2.28,3.23,   -10.48,-6.16,-2.34
2.00,71.00,-46.00,77.00,-15.00,   9.16,-4.74,0.52,   -7.70,18.85,-10.01
10.00,63.00,43.00,74.00,-9.00,   10.01,-6.15,1.68,   -74.91,-65.01,1.31
4.00,63.00,216.00,67.00,1.00,   10.52,-3.02,0.82,   -21.26,48.28,-29.33
-11.00,64.00,338.00,62.00,-6.00,   10.09,-1.37,3.57,   -15.49,-0.64,-2.57
-12.00,62.00,241.00,63.00,-9.00,   10.00,-1.44,2.78,   -17.05,-0.41,-0.95
-11.00,59.00,97.00,62.00,-15.00,   9.99,-1.30,3.01,   -13.85,0.95,-0.37
-12.00,60.00,40.00,63.00,-9.00,   9.89,-1.11,2.92,   -13.01,1.88,-1.63
-12.00,60.00,233.00,63.00,-1.00,   10.02,-1.19,2.92,   -19.00,-2.52,4.96
0.00,59.00,-46.00,60.00,-7.00,   8.85,-6.37,2.25,   7.53,57.14,-28.44
---------------------------------------------------------
4.00,27.00,-46.00,18.00,0.00,   9.45,1.83,-3.92,   2.93,8.97,-4.54
55.00,47.00,22385.00,60.00,41.00,   9.70,1.13,-3.40,   -4.95,1.02,0.64
10.00,23.00,238.00,46.00,39.00,   9.80,1.30,-4.70,   -24.64,72.97,-49.66
47.00,40.00,248.00,54.00,34.00,   8.96,1.29,-4.54,   -12.19,-0.92,-2.51
43.00,38.00,184.00,55.00,33.00,   8.89,3.05,-4.45,   -36.66,-16.70,-8.14
42.00,37.00,79.00,51.00,30.00,   7.07,1.54,-6.79,   -11.27,-10.98,5.38
13.00,38.00,-46.00,57.00,22.00,   9.45,1.24,-0.72,   -0.14,-16.08,11.49
0.00,0.00,281.00,7.00,-8.00,   9.96,1.71,-1.40,   -10.22,20.48,-12.49
82.00,39.00,221.00,55.00,22.00,   9.62,0.93,-3.60,   -12.27,4.09,-1.19
75.00,39.00,-46.00,52.00,17.00,   9.66,1.32,-3.58,   -13.20,2.15,0.73
69.00,39.00,-46.00,53.00,20.00,   9.50,1.37,-3.30,   -15.06,-1.30,-2.03
70.00,39.00,427.00,56.00,32.00,   9.54,0.96,-3.43,   -25.23,-10.40,-0.67
68.00,40.00,-46.00,58.00,33.00,   9.54,0.57,-3.78,   -15.99,0.46,0.24
54.00,32.00,-46.00,51.00,22.00,   9.41,0.59,-3.94,   -15.37,-0.34,1.37
45.00,22.00,-46.00,40.00,9.00,   9.42,0.32,-4.16,   -14.71,-1.22,1.70
---------------------------------------------------------
