ب,84.00,3.00,102.00,91.00,84.00,   6.58,-1.94,-7.20,   -19.57,-8.42,15.49
ب,81.00,1.00,96.00,83.00,86.00,   8.39,-2.00,-5.46,   -33.41,28.88,-8.23
ب,72.00,0.00,94.00,80.00,76.00,   11.22,-1.48,-2.77,   -25.59,20.54,23.31
ب,79.00,2.00,79.00,73.00,78.00,   9.48,-2.32,-2.96,   -15.50,1.39,-1.21
ب,76.00,1.00,77.00,71.00,78.00,   9.66,-2.63,-2.68,   -14.24,4.57,-1.86
ب,72.00,0.00,78.00,70.00,80.00,   9.50,-2.63,-2.61,   -12.77,-2.35,4.48
ب,57.00,0.00,79.00,68.00,73.00,   9.50,-2.81,-2.37,   -13.59,0.46,0.06
ب,59.00,0.00,76.00,66.00,72.00,   9.64,-2.61,-2.41,   -13.96,1.56,-0.49
ب,64.00,1.00,77.00,67.00,76.00,   9.84,-2.43,-2.26,   -14.36,1.02,-0.87
ب,61.00,1.00,77.00,65.00,73.00,   9.83,-2.18,-2.59,   -13.73,-1.79,1.07
ب,60.00,1.00,75.00,66.00,69.00,   9.78,-2.11,-3.51,   -20.21,6.13,-5.50
ب,63.00,2.00,78.00,68.00,74.00,   9.87,-0.57,-3.14,   -11.67,4.70,-1.73
ب,61.00,1.00,79.00,66.00,67.00,   9.33,-2.05,-2.88,   -2.52,-2.72,15.35
ب,59.00,1.00,74.00,65.00,73.00,   9.45,-2.08,-3.22,   -14.42,-0.61,-1.01
ب,58.00,0.00,77.00,64.00,72.00,   9.59,-2.33,-3.36,   -14.36,1.25,1.05
ب,59.00,2.00,72.00,63.00,73.00,   9.38,-2.45,-3.28,   -14.16,-1.05,1.91
ت,15.00,12.00,16.00,13.00,10.00,   -6.60,5.97,2.23,   -16.70,-3.80,-0.50
ت,14.00,13.00,18.00,13.00,11.00,   -7.42,5.40,2.15,   -12.71,-3.54,1.66
ت,12.00,11.00,16.00,11.00,7.00,   -6.09,7.26,5.53,   6.11,-8.54,37.84
ت,7.00,2.00,0.00,87.00,93.00,   8.71,1.92,-4.99,   14.76,-11.06,37.36
ت,7.00,3.00,0.00,95.00,84.00,   6.03,-1.09,-5.03,   -37.00,62.15,-0.03
ت,6.00,4.00,0.00,95.00,95.00,   8.61,-0.08,-5.54,   -11.44,0.87,-2.57
ت,6.00,5.00,0.00,90.00,62.00,   8.46,-0.32,-5.36,   -20.41,-1.68,4.77
ت,4.00,2.00,3.00,86.00,66.00,   8.52,0.20,-5.54,   -13.52,2.20,-2.20
ت,68.00,27.00,7.00,64.00,63.00,   8.42,-0.49,-5.43,   -13.67,-1.33,-0.43
ت,56.00,10.00,1.00,76.00,68.00,   8.43,-0.46,-5.49,   -19.99,2.86,-5.62
ت,42.00,2.00,0.00,78.00,61.00,   8.43,-0.34,-5.60,   -14.43,1.56,-1.86
ت,39.00,4.00,0.00,73.00,60.00,   8.43,-0.41,-5.58,   -14.01,0.73,-1.07
ت,40.00,2.00,0.00,72.00,56.00,   8.57,-0.31,-5.41,   -13.15,0.09,-0.20
ت,25.00,0.00,0.00,75.00,57.00,   8.48,-0.20,-5.61,   -13.52,-0.11,0.89
ت,-1.00,-1.00,0.00,74.00,60.00,   8.60,-0.20,-5.52,   -12.60,0.86,-1.71
ت,-1.00,-1.00,0.00,71.00,62.00,   8.58,-0.09,-5.30,   -12.65,0.52,0.26
ت,36.00,13.00,1.00,63.00,55.00,   8.50,-0.58,-5.81,   -13.26,-1.05,2.76
ت,38.00,4.00,1.00,68.00,56.00,   10.29,4.25,1.02,   -17.43,18.38,-8.39
ت,41.00,4.00,0.00,69.00,54.00,   9.90,2.83,0.95,   -9.58,-2.11,0.08
ت,41.00,3.00,0.00,65.00,59.00,   9.92,3.53,-0.59,   -7.68,-5.07,-0.61
ت,36.00,5.00,9.00,65.00,45.00,   9.36,3.87,-0.97,   -6.78,-10.81,-17.78
ت,20.00,13.00,22.00,45.00,26.00,   8.91,4.81,-1.24,   -9.58,17.90,-11.33
ث,11.00,12.00,14.00,10.00,8.00,   -6.22,6.47,3.16,   -14.31,1.45,-0.76
ث,11.00,13.00,14.00,10.00,8.00,   -6.37,6.18,3.15,   -16.68,-1.83,-5.25
ث,10.00,13.00,14.00,21.00,52.00,   -5.04,9.36,3.79,   40.19,-57.31,105.87
ث,9.00,5.00,0.00,-2.00,85.00,   8.50,-0.30,-4.56,   47.34,67.52,20.47
ث,7.00,9.00,0.00,0.00,82.00,   9.15,0.93,-5.22,   -59.77,4.11,16.89
ث,8.00,4.00,1.00,0.00,78.00,   9.41,-3.00,-0.91,   -10.57,6.46,-7.94
ث,10.00,3.00,0.00,-2.00,73.00,   9.48,-4.15,-1.49,   -20.68,-1.44,6.45
ث,11.00,3.00,-1.00,-1.00,73.00,   9.39,-4.31,-1.27,   -13.99,0.60,0.03
ث,6.00,4.00,0.00,-1.00,67.00,   9.27,-4.26,-1.24,   -15.09,-3.15,3.86
ث,4.00,3.00,0.00,-1.00,67.00,   9.62,-4.15,-0.44,   -12.46,0.38,2.08
ث,4.00,3.00,0.00,-1.00,71.00,   9.29,-4.30,-0.86,   -15.24,-1.70,0.17
ث,58.00,33.00,6.00,-1.00,71.00,   9.25,-3.98,-1.37,   -13.15,2.92,-2.60
ث,45.00,30.00,4.00,-1.00,67.00,   9.33,-4.13,-1.53,   -15.73,1.91,2.52
ث,44.00,19.00,1.00,0.00,69.00,   9.12,-4.13,-1.87,   -16.45,0.79,-0.50
ث,74.00,35.00,5.00,2.00,67.00,   9.43,-3.91,-2.07,   -15.32,-1.97,0.86
ث,61.00,21.00,2.00,0.00,57.00,   9.29,-3.52,-2.08,   -11.93,4.72,-4.25
ث,39.00,1.00,1.00,0.00,57.00,   9.52,-3.79,-1.96,   -14.24,-0.47,-1.74
ث,33.00,2.00,1.00,0.00,52.00,   9.39,-3.58,-1.81,   -13.53,-0.14,-0.46
ث,49.00,20.00,7.00,5.00,57.00,   9.59,-3.42,-1.65,   -15.32,3.77,-2.20
ث,45.00,19.00,13.00,5.00,53.00,   9.77,-2.98,-1.63,   -12.57,-1.16,-0.58
ج,27.00,12.00,13.00,8.00,3.00,   -6.85,5.79,1.92,   -21.86,-0.60,-3.16
ج,22.00,17.00,16.00,11.00,6.00,   -6.82,6.13,2.11,   -15.21,-2.20,-5.36
ج,23.00,17.00,16.00,11.00,6.00,   -6.09,7.69,2.54,   12.43,1.85,21.54
ج,94.00,45.00,62.00,66.00,27.00,   8.04,1.10,-6.73,   -6.02,-20.88,49.57
ج,81.00,49.00,61.00,64.00,47.00,   7.51,-2.46,-6.68,   -14.97,0.27,4.09
ج,72.00,48.00,55.00,59.00,48.00,   6.67,-3.75,-6.50,   -12.34,-1.76,-0.50
ج,75.00,48.00,52.00,52.00,41.00,   6.56,-3.66,-6.78,   -17.52,-0.21,0.50
ج,79.00,53.00,48.00,52.00,41.00,   6.88,-3.19,-6.61,   -14.97,1.59,-0.17
ج,74.00,56.00,50.00,50.00,38.00,   7.20,-2.99,-6.60,   -15.46,2.96,-5.24
ج,72.00,48.00,45.00,41.00,30.00,   7.07,-3.14,-6.41,   -11.81,-2.38,-0.70
ج,70.00,41.00,31.00,19.00,5.00,   6.88,-3.31,-6.72,   -20.09,-0.35,5.36
ج,73.00,31.00,24.00,15.00,1.00,   6.78,-3.00,-6.78,   -16.34,-0.08,0.53
ج,70.00,28.00,24.00,15.00,2.00,   6.95,-2.76,-6.78,   -15.00,-2.61,4.60
ج,72.00,31.00,26.00,17.00,4.00,   6.80,-2.81,-6.86,   -12.66,0.06,-1.33
ج,74.00,29.00,25.00,18.00,5.00,   6.70,-3.17,-6.91,   -11.10,-2.70,2.08
ج,67.00,31.00,27.00,17.00,2.00,   6.90,-2.78,-6.72,   -14.77,0.70,0.76
ج,69.00,34.00,26.00,18.00,3.00,   6.53,-2.30,-7.53,   -10.66,-0.99,-3.79
ج,71.00,33.00,29.00,20.00,5.00,   6.81,-2.41,-6.99,   -11.21,6.28,-6.38
ج,70.00,35.00,32.00,24.00,10.00,   6.75,-2.40,-7.13,   -15.03,2.44,-1.24
ج,68.00,35.00,31.00,22.00,8.00,   6.90,-2.14,-7.00,   -16.70,1.02,-0.78
ج,64.00,34.00,31.00,20.00,6.00,   7.02,-2.11,-6.99,   -13.76,-0.61,1.16
ج,68.00,35.00,31.00,21.00,7.00,   6.95,-2.13,-7.02,   -13.75,0.92,-0.61
ج,67.00,34.00,30.00,21.00,8.00,   6.95,-2.21,-7.06,   -14.73,0.17,0.43
ج,65.00,34.00,29.00,21.00,6.00,   6.91,-2.17,-7.02,   -13.96,0.18,-0.12
ج,66.00,38.00,30.00,22.00,11.00,   6.90,-2.34,-6.92,   -11.70,0.26,2.23
ح,2.00,10.00,7.00,4.00,-9.00,   -6.49,6.73,1.63,   -17.02,3.36,-2.15
ح,2.00,9.00,7.00,3.00,-9.00,   -6.71,6.49,1.60,   -16.12,-0.64,-2.08
ح,6.00,12.00,9.00,5.00,-1.00,   -6.85,6.14,1.74,   -12.28,-0.29,0.76
ح,7.00,11.00,9.00,5.00,-2.00,   -6.82,6.17,1.70,   -14.76,1.04,-0.98
ح,9.00,25.00,18.00,18.00,23.00,   0.80,8.88,-2.36,   79.51,-84.65,142.84
ح,65.00,27.00,21.00,26.00,26.00,   7.52,1.38,-6.15,   1.13,-22.71,7.70
ح,25.00,36.00,29.00,33.00,22.00,   6.61,-0.43,-7.81,   -12.20,-4.32,2.61
ح,1.00,30.00,22.00,24.00,11.00,   6.22,-1.39,-7.81,   -14.68,-2.09,6.84
ح,1.00,32.00,27.00,34.00,33.00,   5.78,-1.92,-7.94,   -14.02,0.64,2.98
ح,1.00,24.00,15.00,23.00,2.00,   5.43,-2.08,-8.22,   -10.20,-1.18,-0.82
ح,1.00,39.00,27.00,35.00,14.00,   5.36,-2.03,-8.12,   -14.47,-0.63,-0.09
ح,2.00,36.00,23.00,30.00,11.00,   5.26,-1.72,-8.34,   -10.95,-0.86,-1.63
ح,2.00,38.00,22.00,31.00,11.00,   5.55,-1.78,-8.03,   -17.76,-1.57,8.78
ح,2.00,39.00,22.00,29.00,13.00,   5.56,-1.39,-8.13,   -13.90,1.45,-1.70
ح,2.00,39.00,21.00,30.00,12.00,   5.68,-1.26,-8.18,   -13.76,0.17,0.60
ح,2.00,42.00,29.00,36.00,15.00,   5.84,-1.18,-7.98,   -12.94,-0.17,0.57
ح,3.00,40.00,31.00,39.00,19.00,   5.64,-1.26,-8.11,   -15.18,-0.18,0.89
ح,13.00,12.00,6.00,6.00,-6.00,   5.78,-1.06,-8.18,   -14.08,-0.87,2.54
ح,15.00,12.00,6.00,6.00,-6.00,   5.70,-1.17,-8.06,   -14.43,0.61,-1.18
ح,15.00,15.00,9.00,8.00,-4.00,   5.58,-1.36,-8.09,   -20.44,3.88,-0.11
ح,8.00,15.00,9.00,9.00,-3.00,   5.35,-0.77,-8.46,   -14.98,0.69,-0.55
ح,8.00,17.00,8.00,8.00,-3.00,   5.30,-0.89,-8.37,   -13.96,0.58,-0.61
ح,10.00,20.00,10.00,8.00,-5.00,   5.44,-0.85,-8.20,   -14.86,0.76,-0.02
ح,8.00,7.00,4.00,2.00,-9.00,   5.29,-0.82,-8.47,   -13.44,1.79,-1.85
ح,8.00,24.00,16.00,19.00,12.00,   5.20,-1.02,-8.36,   -16.79,1.91,1.02
ح,10.00,23.00,17.00,20.00,13.00,   5.61,-0.73,-8.31,   -15.67,5.44,-3.30
ح,10.00,23.00,16.00,19.00,11.00,   6.15,-0.11,-7.99,   -13.30,-1.45,2.60
ح,14.00,21.00,14.00,18.00,9.00,   6.12,-0.18,-7.93,   -14.33,-0.12,1.02
ح,12.00,22.00,15.00,18.00,8.00,   5.84,-0.46,-8.11,   -13.70,0.12,0.38
ح,13.00,23.00,15.00,19.00,9.00,   5.59,-0.68,-8.33,   -11.56,-0.75,-4.25
خ,8.00,19.00,15.00,11.00,5.00,   -5.43,7.46,1.43,   -12.25,2.86,4.87
خ,10.00,18.00,18.00,14.00,13.00,   0.83,9.57,-1.07,   38.87,-40.68,95.61
خ,3.00,8.00,17.00,11.00,0.00,   6.33,1.17,-8.32,   22.03,-42.80,-2.99
خ,13.00,71.00,61.00,56.00,51.00,   5.82,0.48,-8.08,   -11.73,-2.21,-2.41
خ,40.00,70.00,68.00,59.00,56.00,   5.50,0.27,-8.39,   -18.99,-1.60,-0.20
خ,23.00,7.00,6.00,2.00,-11.00,   5.53,0.28,-8.26,   -16.86,3.47,0.46
خ,8.00,46.00,16.00,11.00,-8.00,   5.74,0.92,-8.15,   -11.24,-2.14,3.48
خ,23.00,40.00,25.00,14.00,-1.00,   5.62,0.35,-8.23,   -13.84,0.58,0.73
خ,26.00,41.00,26.00,13.00,-1.00,   5.17,-0.01,-8.50,   -15.47,2.90,-1.60
خ,25.00,58.00,28.00,12.00,2.00,   5.24,0.34,-8.64,   -18.24,8.52,-5.64
خ,26.00,22.00,20.00,22.00,1.00,   4.95,-0.21,-8.59,   -12.82,-2.98,0.38
خ,60.00,32.00,34.00,36.00,33.00,   5.13,-0.30,-8.43,   -12.07,0.98,2.31
خ,49.00,29.00,34.00,35.00,32.00,   4.32,-1.22,-8.76,   -16.28,-3.79,16.66
خ,51.00,29.00,37.00,36.00,29.00,   5.15,-0.90,-8.40,   -30.43,8.11,36.43
خ,47.00,34.00,41.00,38.00,31.00,   5.39,-0.71,-8.46,   -16.33,2.54,1.05
خ,47.00,34.00,38.00,35.00,28.00,   5.16,-0.85,-8.57,   -14.53,0.89,-0.84
خ,52.00,35.00,44.00,38.00,31.00,   4.95,-0.91,-8.49,   -14.05,-1.12,-0.64
خ,44.00,43.00,50.00,46.00,37.00,   4.54,-1.47,-8.79,   6.34,0.31,-23.86
خ,46.00,50.00,52.00,46.00,41.00,   4.77,-1.83,-8.65,   -12.30,-0.61,-2.69
خ,46.00,46.00,51.00,44.00,35.00,   5.85,-0.93,-8.04,   -10.39,2.78,-10.54
خ,45.00,46.00,48.00,46.00,37.00,   5.08,-1.45,-8.60,   -24.16,-0.99,16.86
خ,43.00,49.00,48.00,43.00,35.00,   5.50,-0.27,-8.13,   3.60,12.72,-10.23
خ,43.00,47.00,54.00,50.00,23.00,   5.17,-1.54,-8.36,   -20.65,5.76,9.87
خ,38.00,46.00,49.00,48.00,31.00,   4.60,-2.04,-8.42,   -14.31,-1.66,8.08
خ,42.00,43.00,50.00,45.00,30.00,   5.04,-1.79,-8.29,   -15.40,2.81,-2.03
خ,44.00,44.00,50.00,45.00,32.00,   5.26,-1.42,-8.45,   -16.51,3.64,-0.73
خ,45.00,42.00,47.00,42.00,30.00,   5.99,-0.59,-8.15,   -17.99,9.76,-4.35
خ,40.00,44.00,48.00,42.00,29.00,   3.04,-0.89,-9.38,   -22.03,6.57,36.63
خ,41.00,44.00,49.00,44.00,34.00,   3.77,-1.57,-8.97,   -13.24,1.22,-0.43
خ,41.00,45.00,50.00,44.00,30.00,   3.60,-1.49,-9.22,   -13.14,0.15,-2.05
خ,38.00,45.00,49.00,43.00,28.00,   3.82,-1.33,-9.06,   -12.74,-0.24,-2.18
